NAME OF COMPANY,SYMBOL
Goldman Sachs Mutual Fund,CPSEETF
Goldstone Technologies Ltd.,GOLDTECH
Golechha Global Finance Ltd.,GOLECHA
Golkonda Aluminium Extrusions Ltd,GOLKONDA
Golkunda Diamonds & Jewellery Ltd.,GOLKUNDIA
Goodluck India Limited,GOODLUCK
"Goodricke Group Ltd.,",GOODRICKE
"Goodyear India Ltd.,",GOODYEAR
Gopal Iron & Steels Co.(Gujarat) Lt,GOPAIST
Gorani Industries Ltd.,GORANIN
Gothi Plascon (India) Ltd.,GOTHIPL
Gowra Leasing & Finance Ltd.,GOWRALE
GOYAL ALUMINIUMS LIMITED,GOYALALUM
Goyal Associates Ltd.,GOYALASS
GP Petroleums Limited,GULFPETRO
GPT Infraprojects limited,GPTINFRA
"Grand Foundry Ltd.,",GRANDFONRY
Granules India Ltd.,GRANULES
Graphite India Ltd.,GRAPHITE
"Grasim Industries Ltd.,",GRASIM
Gratex Industries Ltd.,GRATEXI
"Grauer & Weil (India) Ltd.,",GRAUWEIL
Graviss Hospitality Ltd,GRAVISSHO
GRAVITA INDIA LIMITED,GRAVITA
Gravity (India) Ltd.,GRAVITY
"Great Eastern Shipping Co. Ltd.,",GESHIP*
Greaves Cotton Ltd.,GREAVESCOT
Greencrest Financial Services Limited,GREENCREST
Greenlam Industries Ltd,GRNLAMIND
Greenpanel Industries Limited,GREENPANEL
Greenply Industries Ltd,GREENPLY
Gretex Corporate Services Limited,GCSL
Grindwell Norton Ltd.,GRINDWELL
GRM Overseas Ltd.,GRMOVER
Grovy India Limited,GROVY
GROWINGTON VENTURES INDIA LIMITED,GROWINGTON
GRP Limited,GRPLTD
GSB Finance Ltd.,GSBFIN
GSL Securities Ltd.,GSLSEC
GSS Infotech Ltd,GSS
G-Tech Info-Training Ltd.,GTEIT
GTL Infrastructure Limited,GTLINFRA
GTL Ltd,GTL
GTN Industries Limited,GTNINDS
GTN Textiles Ltd. (formerly known as GTN Industries Ltd.),GTNTEX
GTPL Hathway Limited,GTPL
GTV Engineering Limited,GTV
Gufic BioSciences Ltd.,GUFICBIO
"Gujarat Alkalis & Chemicals Ltd.,",GUJALKALI
Gujarat Ambuja Exports Ltd.,GAEL
Gujarat Apollo Industries Ltd.,GUJAPOLLO
Gujarat Containers Ltd.,GUJCONT
Gujarat Cotex Ltd,GUJCOTEX
Gujarat Craft Industries Ltd.,GUJCRAFT
Gujarat Credit Corporation Ltd.,GUJCRED
Gujarat Fluorochemicals Limited,FLUOROCHEM
Gujarat Gas Limited,GUJGAS
Gujarat Hotels Ltd.,GUJHOTE
Gujarat Hy-Spin Limited,GUJHYSPIN
Gujarat Industries Power Co. Ltd,GIPCL
Gujarat Inject (Kerala) Ltd.,GUJINJEC
Gujarat Intrux Limited,GUJINTRX
"Gujarat Investa Ltd.,",GUJINV
"Gujarat Lease Financing Limited,",GLFL
Gujarat Metallic Coal & Coke Ltd,GMETCOAL
Gujarat Mineral Development Corpora,GMDCLTD
Gujarat Narmada Valley Fert.Co.Ltd,GNFC
Gujarat Natural Resources Limited,GNRL
Gujarat Petrosynthese Ltd.,GUJPETR
Gujarat Pipavav Port Limited,GPPL
Gujarat Poly Electronics Limited,GUJARATPOLY
"Gujarat Raffia Ind. Ltd.,",GUJRAFIA
"Gujarat Sidhee Cement Limited.,",GSCLCEMENT
Gujarat State Fertilizers & Chem.Ltd,GSFC
Gujarat State Financial corporation,GUJSTATFIN
Gujarat State Petronet Ltd.,GSPL
Gujarat Terce Laboratories Ltd,GUJTERC
Gujarat Themis Biosyn Ltd.,GUJTHEM
Gujarat Toolroom Ltd.,GUJTLRM
"Gujchem Distillers India Ltd.,",GUJCMDS
Gulf Oil Lubricants India Limited,GULFOILLUB
Gulshan Polyols Ltd.,GULPOLY
Gyan Developers & Builders Ltd.,GYANDEV
GYSCOAL ALLOYS LIMITED,GAL
H.G. Infra Engineering Limited,HGINFRA
"H.P. Cotton Textile Mills Ltd.,",HPCOTTON
H.S.India Ltd.,HOTLSILV
Halder Venture Limited,HALDER
Haldyn Glass Limited,HALDYNGL
HANMAN FIT LIMITED,HANMAN
Happiest Minds Technologies Limited,HAPPSTMNDS
"Hardcastle & Waud Mfg. Co. Ltd.,",HARDCAS
HARDWYN INDIA LIMITED,HARDWYN
Hari Govind International Ltd.,HARIGOV
Haria Apparels Limited,HARIAAPL
Haria Exports Ltd.,HARIAEXPO
Hariom Pipe Industries Limited,HARIOMPIPE
Harish Textile Engineers Limited,HARISH
Hariyana Ship Breakers Ltd.,HRYNSHP
HARIYANA VENTURES LIMITED,HVL
Harmony Capital Services Ltd.,HRMNYCP
"Harrisons Malayalam Ltd.,",HARRMALAYA
Haryana Capfin Ltd.,HARYNACAP
"Haryana Leather Chemicals Ltd.,",HARLETH
Has Lifestyle Limited,HASJUICE
Hasti Finance Ltd.,HASTIFIN
Hathway Bhawani Cabletel & Datacom,HATHWAYB
Hathway Cable & Datacom Limited,HATHWAY
Hatsun Agro Products Ltd.,HATSUN
Havells India Limited,HAVELLS
Hawa Engineers ltd.,HAWAENG
Hawkins Cooker Ltd.,HAWKINCOOK
Hazoor Multi Projects Limited,HAZOOR
HB Estate Developers Ltd.,HBESD
"HB Leasing & Finance Co. Ltd.,",HBLEAS
HB Portfolio Ltd.,HBPOR
HB Stockholdings Ltd.,HBSTOCK
HBL Power Systems Ltd.,HBLPOWER
HCKK Ventures Limited,HCKKVENTURE
HCL Infosystems Ltd,HCL-INSYS
HCL Technologies Ltd,HCLTECH
HCP PLASTENE BULKPACK LIMITED,HPBL
HDFC Asset Management Company Limited,HDFCAMC
HDFC Bank Ltd.,HDFCBANK
HDFC LIFE INSURANCE COMPANY LIMITED,HDFCLIFE
HDFC Mutual Fund,HDFCNIFETF
HDFC Mutual Fund,SXETF
HDFC Mutual Fund,HBANKETF
HealthCare Global Enterprises Limited,HCG
"Healthy Investments Ltd.,",HEALINV
Heera Ispat Ltd.,HEERAISP
HEG Ltd.,HEG
HeidelbergCement India Limited,HEIDELBERG
Helpage Finlease Ltd.,HELPAGE
Hemang Resources Limited,HEMANG
Hemisphere Properties India Limited,HEMIPROP
Hemo Organic Limited,HEMORGANIC
Heranba Industries Limited,HERANBA
"Hercules Hoists Ltd.,",HERCULES
Heritage Foods Limited,HERITGFOOD
Hero MotoCorp Limited,HEROMOTOCO
Hester Biosciences Ltd,HESTERBIO
Hexa Tradex Limited,HEXATRADEX
HFCL LIMITED,HFCL
HG INDUSTRIES LIMITED,HGIND
"High Energy Batteries (India) Ltd.,",HIGHENE
High Street Filatex Limited,HIGHSTREE
Hikal Ltd.,HIKAL
Hi-Klass Trading and Investment Limited,HIKLASS
HIL Limited,HIL
HILIKS TECHNOLOGIES LIMITED,HILIKS
HILTON METAL FORGING LIMITED,HILTON
HIM TEKNOFORGE LIMITED,HIMTEK
"Himachal Fibres Ltd.,",HIMFIBP
Himadri Speciality Chemical Ltd.,HSCL
HIMALAYA FOOD INTERNATIONAL LIMITED,HFIL
"Himatsingka Seide Ltd.,",HIMATSEIDE
HIND ALUMINIUM INDUSTRIES LTD.,HINDALUMI
HIND COMMERCE LIMITED,HCLTD
"Hind Rectifiers Ltd.,",HIRECT
Hindalco Industries Ltd.,HINDALCO
Hindoostan Mills Ltd.,HINDMILL
Hinduja Global Solutions Limited,HGS
Hindustan Adhesives Ltd.,HINDADH
Hindustan Aeronautics Limited,HAL
Hindustan Appliances Ltd,HINDAPL
Hindustan Bio Sciences Ltd.,HINDBIO
Hindustan Composites Ltd,HINDCOMPOS
"Hindustan Construction Co. Ltd.,",HCC
Hindustan Copper Ltd.,HINDCOPPER
"Hindustan Flurocarbons Ltd.,",HINFLUR
"Hindustan Foods Ltd.,",HNDFDS
HINDUSTAN HARDY LIMITED,HINDHARD
"Hindustan Housing Co. Ltd.,",ZHINDHSG
Hindustan Media Ventures Limited,HMVL
"Hindustan Motors Ltd.,",HINDMOTORS
Hindustan Oil Exploration Co. Ltd.,HINDOILEXP
"Hindustan Organic Chemicals Ltd.,",HOCL
Hindustan Petroleum Corporation Ltd,HINDPETRO
Hindustan Tin Works Ltd.,HINDTIN
"Hindustan Unilever Ltd.,",HINDUNILVR
"Hindustan Zinc Ltd.,",HINDZINC
Hindusthan Udyog Ltd,ZHINUDYP
HINDUSTHAN URBAN INFRASTRUCTURE LIMITED,HUIL
Hipolin Ltd.,HIPOLIN
Hira Automobiles Ltd.,HIRAUTO
Hisar Metal Industries Ltd.,HISARMET
Hisar Spinning Mills Ltd,HISARSP
Hit Kit Global Solutions Ltd,HITKITGLO
HITACHI ENERGY INDIA LIMITED,POWERINDIA
Hitech Corporation Limited,HITECHCORP
HI-TECH PIPES LIMITED,HITECH
HI-TECH WINDING SYSTEMS LIMITED,HITECHWIND
Hittco Tools Ltd.,HITTCO
HKG LIMITED,HKG
HLE GLASCOAT LIMITED,HLEGLAS
HLV LIMITED,HLVLTD
HMT Limited,HMT
Home First Finance Company India Limited,HOMEFIRST
HONDA INDIA POWER PRODUCTS LIMITED,HONDAPOWER
Honeywell Automation India Ltd.,HONAUT
Hotel Rugby Ltd.,HOTELRUGBY
Housing &Urban Development Corporation Ltd.,HUDCO
Housing Development & Infrastructure Ltd,HDIL
Housing Development Finance Corp.Lt,HDFC
HOV Services Limited,HOVS
Howard Hotels Limited,HOWARHO
HP Adhesives Limited,HPAL
HPC Biosciences Limited,HPCBL
HPL Electric & Power Limited,HPL
HRB Flouriculture Ltd.,HRBFLOR
HT Media Ltd,HTMEDIA
Hubtown Limited,HUBTOWN
HUHTAMAKI INDIA LIMITED,HUHTAMAKI
Humming Bird Education Limited,HBEL
HYPERSOFT TECHNOLOGIES LIMITED,HYPERSOFT
i Power Solutions India Ltd.,IPOWER
IB Infotech Enterprises Ltd,IBINFO
"ICDS Ltd.,",ICDSLTD
ICICI Bank Ltd.,ICICIBANK
ICICI Lombard General Insurance Company Limited,ICICIGI
ICICI Prudential Life Insurance Company Limited,ICICIPRULI
ICICI Prudential Mutual Fund,ICICINIFTY
ICICI Prudential Mutual Fund,ICICINF100
ICICI Prudential Mutual Fund,ICICINV20
ICICI Prudential Mutual Fund,ICICIMCAP
ICICI Prudential Mutual Fund,ICICILOVOL
ICICI Prudential Mutual Fund,ICICIB22
ICICI Prudential Mutual Fund,ICICI500
ICICI Prudential Mutual Fund,ICICINXT50
ICICI Prudential Mutual Fund,ICICIBANKN
ICICI Prudential Mutual Fund,ICICIBANKP
ICICI Prudential Mutual Fund,ICICIM150
ICICI Prudential Mutual Fund,ICICIALPLV
ICICI Prudential Mutual Fund,ICICITECH
ICICI Prudential Mutual Fund,ICICIPHARM
ICICI Prudential Mutual Fund,ICICIFMCG
ICICI Prudential Mutual Fund,ICICICONSU
ICICI Prudential Mutual Fund,ICICIAUTO
ICICI Prudential Mutual Fund,ICICISENSX
ICICI Securities Limited,ISEC
ICL Organic Dairy Products Limited,ICLORGANIC
ICRA Limited,ICRA
ID INFO BUSINESS SERVICES LTD.,IDINFO
IDBI Bank Ltd,IDBI
IDFC FIRST BANK LIMITED,IDFCFIRSTB
IDFC LIMITED,IDFC
IDFC Mutual Fund,IDFSENSEXE
IEL LIMITED,INDXTRA
IFB Agro Industries Ltd,IFBAGRO
IFB Industries Limited,IFBIND
IFCI Ltd.,IFCI
IFGL Refractories Limited,IFGLEXPOR
IFL ENTERPRISES LIMITED,IFL
IG Petrochemicals Ltd,IGPL
Igarashi Motors India Ltd.,IGARASHI
IGC Industries Limited,IGCIL
IIFL FINANCE LIMITED,IIFL
IIFL Securities Limited,IIFLSEC
IIFL Wealth Management Limited,IIFLWAM
IITL PROJECTS LIMITED,IITLPROJ
Ikab Securities & Investment Ltd.,IKAB
IL & FS Investment Managers Ltd.,IVC
IL&FS Engineering and Construction Company Ltd,IL&FSENGG
IL&FS Transportation Networks Limited,IL&FSTRANS
IM+ Capitals Limited,IMCAP
IMAGICAAWORLD ENTERTAINMENT LIMITED,IMAGICAA
IMEC SERVICES LIMITED,IMEC
IMP Power Ltd.,INDLMETER
Impex Ferro tech Ltd.,IMPEXFERRO
Inani Marbles & Industries Ltd.,INANI
Inani Securities Ltd.,INANISEC
Incap Ltd,INCAP
Inceptum Enterprises Limited,INCEPTUM
Incon Engineers Ltd.,INCON
INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE
Ind Bank Housing Ltd,INDBNK
IND Renewable Energy Ltd,INDRENEW
"Indag Rubber Ltd.,",INDAG
Ind-Agiv Commerce Ltd.,INDAGIV
Indbank Merchant Banking Services L,INDBANK
Indergiri Finance ltd.,INDERGR
India Cements Capital Limited,INDCEMCAP
"India Cements Ltd.,",INDIACEM
India Finsec Limited,IFINSEC
India Gelatine & Chemicals Ltd.,INDGELA
India Glycols Ltd,INDIAGLYCO
India Green Reality Limited,IGRL
India Home Loan Limited,INDIAHOME
India Infraspace Ltd,INDINFRA
"India Lease Devl. Ltd.,",INDLEASE
INDIA MOTOR PARTS & ACCESSORIES LTD,IMPAL
India Nippon Electricals Ltd,INDNIPPON
India Nivesh Limited,INDIANVSH
India Pesticides Limited,IPL
"India Radiators Ltd.,",INRADIA
India Steel Works Ltd,ISWL
India Tourism Development Corporati,ITDC
INDIABULLS HOUSING FINANCE LIMITED,IBULHSGFIN
Indiabulls Real Estate Limited,IBREALEST
IndiaMART InterMESH Limited,INDIAMART
Indian Acrylics Ltd,INDIANACRY
Indian Bank,INDIANB
"Indian Bright Steel Co. Ltd.,",IBRIGST
Indian Card Clothing Ltd,INDIANCARD
Indian Energy Exchange Limited,IEX
Indian Hotels Co. Ltd,INDHOTEL
"Indian Hume Pipe Co. Ltd.,",INDIANHUME
"Indian Infotech And Software Ltd.,",INDINFO
"Indian Link Chain Mnfrs. Ltd.,",INLCM
Indian Metals & Ferro Alloys Limited,IMFA
Indian Oil Corporation Ltd.,IOC
Indian Overseas Bank,IOB
Indian Railway Catering & Tourism Corporation Ltd,IRCTC
Indian Railway Finance Corporation,IRFC
Indian Sucrose Ltd.,INDSUCR
Indian Terrain Fashions Limited,INDTERRAIN
"Indian Toners & Developers Ltd.,",INDTONER
Indigo Paints Limited,INDIGOPNTS
Inditrade Capital Limited,INDICAP
Indo Amines Ltd.,INDOAMIN
Indo Asian Finance Limited,INDOASIAF
"Indo Borax & Chemicals Ltd.,",INDOBORAX
Indo Cotspin Limited,ICL
Indo Count Industries Ltd,ICIL
Indo Credit Capital Ltd.,INDOCRED
Indo Euro Indchem Limited,INDOEURO
"Indo Gulf Industries Ltd.,",IGLFXPL-B
Indo National Limited,NIPPOBATRY
"Indo Rama Synthetics (India) Ltd.,",INDORAMA
Indo Tech Transformers Limited,INDOTECH
Indo Thai Securities Limited,INDOTHAI
Indo US Bio-Tech Limited,INDOUS
Indo-City Infotech Ltd.,INDOCITY
Indoco Remedies Ltd.,INDOCO
Indo-Global Enterprises Limited,INDOGLOBAL
Indokem Ltd,INDOKEM
INDOSOLAR LIMITED,INDOSOLAR
IndoStar Capital Finance Limited,INDOSTAR
Indowind Energy Ltd.,INDOWIND
Indra Industries Ltd.,INDRAIND
Indraprashtha Gas Ltd.,IGL
Indraprastha Medical Corporation Lt,INDRAMEDCO
Indrayani Biotech Ltd.,INDRANIB
Indsil Hydro Power and Manganese Limited,INDSILHYD
Indsoya Limited,INDSOYA
Ind-Swift Laboratories Ltd.,INDSWFTLAB
Ind-Swift Ltd.,INDSWFTLTD
Inducto Steels ltd.,INDCTST
Indus Finance Limited,INDUSFINL
INDUS TOWERS LIMITED,INDUSTOWER
IndusInd Bank Ltd.,INDUSINDBK
Industrial & Prudential Inv. Co. Lt,INDPRUD
"Industrial Investment Trust Ltd.,",IITL
INEOS Styrolution India Limited,INEOSSTYRO
Inertia Steel Limited,INERTIAST
INFIBEAM AVENUES LIMITED,INFIBEAM
Inflame Appliances Limited,INFLAME
Info Edge(India) Ltd.,NAUKRI
Infomedia Press Limited,INFOMEDIA
Informed Technologies India Ltd.,INFORTEC
Infosys Ltd,INFY
Infra Industries Ltd.,INFRAIND
INFRONICS SYSTEMS LIMITED,INFRONICS
Ingersoll-Rand (India) Ltd.,INGERRAND
Inland Printers Ltd.,INLANPR
Innocorp Limited,INNOCORP
Innovassynth Investments Limited,INOVSYNTH
Innovative Ideals and Services (India) Limited,INNOVATIVE
Innovative Tech Pack Ltd,INNOVTEC
Innovators Facade Systems Limited,INNOVATORS
Inox Leisure Limited,INOXLEISUR
Inox Wind Energy Limited,IWEL
Inox Wind Limited,INOXWIND
Insecticides India Ltd.,INSECTICID
Insilco Ltd,INSILCO
Inspirisys Solutions Limited,INSPIRISYS
Intec Capital Limited,INTECCAP
Integra Capital Management Ltd.,INTCAPM
Integra Engineering India Ltd.,INTEGRAEN
Integra Essentia Limited,ESSENTIA
Integra Switchgear Ltd.,INTEGSW
Integra Telecommunication & Software Limited,INTELSOFT
Integrated Capital Services Ltd,ICSL
Integrated Proteins Ltd.,INTEGFD
Integrated Technologies Ltd.,INTECH
INTELLECT DESIGN ARENA LIMITED,INTELLECT
Intellivate Capital Ventures Limited,INTELLCAP
Intense Technologies,INTENTECH
Inter Globe Finance Ltd.,INTRGLB
Inter State Oil Carrier Ltd,INTSTOIL
INTERACTIVE FINANCIAL SERVICES LIMITED,IFINSER
InterGlobe Aviation Limited,INDIGO
International Combustion (India) Lt,INTLCOMBQ
"International Conveyors Ltd.,",INTLCONV
International Data Managements Ltd.,IDM
International Travel House Ltd,ITHL
Interworld Digital Ltd.,INTERDIGI
Intrasoft Technologies Limited,ISFT
INVENTURE GROWTH & SECURITIES LIMITED,INVENTURE
Investment & Precision Castings Ltd,INVPRECQ
IO System Ltd,IOSYSTEM
IOL Chemicals & Pharmaceuticals Ltd,IOLCP
Ion Exchange (India) Ltd,IONEXCHANG
"IP Rings Ltd.,",IPRINGLTD
Ipca Laboratories Ltd.,IPCALAB
IRB Infrastructure Developers Limited,IRB
IRCON International Ltd,IRCON
IRIS Business Services Limited,IRIS
IRONWOOD EDUCATION LIMITED,IRONWOOD
ISF LIMITED,ISFL
ISGEC Heavy Engineering Limited,ISGEC
ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,IISL
Ishan Dyes & Chemicals Ltd.,ISHANCH
Ishita Drugs & Industries Ltd.,ISHITADR
Ishwarshakti Holdings & Traders Ltd,ISHWATR
ISL Consulting Ltd,ISLCONSUL
ISMT Limited,ISMTLTD
IST Limited,ISTLTD
iStreet Network Limited,ISTRNETWK
ITC Ltd,ITC
ITD Cementation India Ltd,ITDCEM
ITI Limited (Indian Teleph.Ind.Ltd),ITI
ITL Industries Ltd.,ITL
"IVP Ltd.,",IVP
Iykot Hitech Toolroom Ltd,IYKOTHITE
IZMO Limited,IZMO
J. Kumar Infraprojects Limited,JKIL
J.B. Chemicals & Pharmaceuticals Lt,JBCHEPHARM
"J.J. Finance Corporation Ltd.,",JJFINCOR
J.K. CEMENT LTD,JKCEMENT
"J.L. Morison (India) Ltd.,",JLMORI
"J.R. Foods Limited,",JRFOODS
J.Taparia Projects Ltd,JTAPARIA
Jagan Lamps Ltd.,JAGANLAM
"Jagatjit Industries Ltd.,",JAGAJITIND
Jagran Prakashan Limited,JAGRAN
Jagsonpal Finance & Leasing Ltd.,JAGSONFI
"Jagsonpal Pharmaceuticals Limited,",JAGSNPHARM
Jai Balaji Industries Limited,JAIBALAJI
Jai Corp Limited,JAICORPLTD
"Jai Mata Glass Ltd.,",JAIMATAG
Jaihind Synthetics Ltd.,JAIHINDS
"Jain Irrigation Systems Ltd.,",JISLJALEQS
"Jain Irrigation Systems Ltd.,",JISLDVREQS
Jain Marmo Industries Ltd.,JAINMARMO
Jain Studios Ltd.,JAINSTUDIO
Jainco Projects (India) Ltd.,JAINCO
JAINEX AAMCOL LTD.,JAINEX
Jaipan Industries Ltd,JAIPAN
Jaiprakash Associates Limited,JPASSOCIAT
Jaiprakash Power Ventures Limited,JPPOWER
Jaisukh Dealers Limited,JDL
James Warren Tea Limited,JAMESWARREN
Jammu and Kashmir Bank Ltd.,J&KBANK
"Jamna Auto Industries Ltd.,",JAMNAAUTO
JAMSHRI REALTY LIMITED,JAMSHRI
Janus Corporation Limited,JANUSCORP
Jasch Industries Ltd.,JASCH
JATALIA GLOBAL VENTURES LIMITED,JATALIA
Jattashankar Industries Limited,JATTAINDUS
Jauss Polymers Ltd,JAUSPOL
"Jay Bharat Maruti Ltd.,",JAYBARMARU
"Jay Shree Tea & Industries Ltd.,",JAYSHREETEA
Jay Ushin Ltd.,JAYUSH
"Jayabharat Credit Ltd.,",JAYBHCR
Jayant Agro-Organics Limited.,JAYAGROGN
Jayaswal Neco Industries Ltd,JAYNECOIND
JAYATMA ENTERPRISES LIMITED,JAYATMA
JAYATMA INDUSTRIES LIMITED,JAYIND
Jaybharat Textiles And Real Estate Limited,JAYTEX
Jaykay Enterprises Limited,JAYKAY
Jaypee Infratech Limited,JPINFRATEC
"Jayshree Chemicals Ltd.,",JAYCH
"Jaysynth Dyestuff (India) Ltd.,",JAYSYN
"JBF Industries Ltd.,",JBFIND
JBM Auto Limited,JBMA
JCT Ltd,JCTLTD
JD Orgochem Ltd.,JDORGOCHEM
Jeevan Scientific Technology Limited,JSTL
Jenburkt Pharmaceuticals Ltd.,JENBURPH
Jet Airways (India) Ltd,JETAIRWAYS
Jet Freight Logistics Limited,JETFREIGHT
Jet Infraventure Limited,JETINFRA
Jetking Infotrain Ltd.,JETKINGQ
Jetmall Spices and Masala Limited,JETMALL
Jhandewalas Foods Limited,JFL
Jhaveri Credits & Capital Ltd.,JHACC
JHS Svendgaard Laboratories Ltd.,JHS
Jigar Cables Limited,JIGAR
JIK Industries Ltd,JIKIND
Jindal Capital Ltd.,JINDCAP
Jindal Cotex Limited,JINDCOT
"Jindal Drilling & Industries Ltd.,",JINDRILL
"Jindal Hotels Ltd.,",JINDHOT
JINDAL LEASEFIN LIMITED,JLL
Jindal Photo Limited,JINDALPHOT
Jindal Poly Films Ltd.,JINDALPOLY
JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,JPOLYINVST
Jindal Saw Ltd.,JINDALSAW
Jindal Stainless (Hisar) Limited,JSLHISAR
Jindal Stainless Limited,JSL
Jindal Steel & Power Ltd,JINDALSTEL
Jindal Worldwide Ltd.,JINDWORLD
JITF INFRALOGISTICS LIMITED,JITFINFRA
JK Agri Genetics Limited,JK AGRI
JK Lakshmi Cement Limited,JKLAKSHMI
JK Paper Ltd.,JKPAPER
JK Tyre & Industries Ltd.,JKTYRE
JLA Infraville Shoppers Limited,JSHL
JM Financial Limited,JMFINANCIL
JMC Projects (india) Ltd.,JMCPROJECT
JMD Ventures Limited,JMDVL
JMG Corporation Ltd,JMGCORP
JMT Auto Ltd,JMTAUTOLTD
JOHN COCKERILL INDIA LIMITED,COCKERILL
Johnson Controls-Hitachi Air Conditioning India Ltd.,JCHAC
JOHNSON PHARMACARE LIMITED,JOHNPHARMA
Joindre Capital Services Ltd.,JOINDRE
Jointeca Education Solutions Limited,JOINTECAED
Jonjua Overseas Limited,JONJUA
Joonktollee Tea & Industries Limited,JOONKTOLL
"Josts Engineering Co. Ltd.,",JOSTS
Joy Realty Limited,JOYREALTY
JPT Securities Ltd.,JPTSEC
JSG Leasing Limited,JSGLEASING
"JSL Industries Ltd.,",JSLINDL
JSW Energy Limited,JSWENERGY
JSW Holdings Limited,JSWHL
JSW ISPAT SPECIAL PRODUCTS LIMITED,JSWISPL
JSW Steel Limited,JSWSTEEL
JTEKT India Limited,JTEKTINDIA
JTL INFRA LIMITED,JTLINFRA
Jubilant Foodworks Limited,JUBLFOOD
Jubilant Industries Limited,JUBLINDS
Jubilant Ingrevia Limited,JUBLINGREA
JUBILANT PHARMOVA LIMITED,JUBLPHARMA
Jumbo Bag ltd.,JUMBO
"Jumbo Finance Ltd.,",JUMBFNL
"Jupiter Industries & Leasing Ltd.,",JPTRLES
Jupiter Infomedia Limited,JUPITERIN
Just Dial Limited,JUSTDIAL
Justride Enterprises Limited,JRELTD
Jyot International Marketing Limited,JYOTIN
JYOTHY LABS LIMITED,JYOTHYLAB
"Jyoti Ltd.,",JYOTI
"Jyoti Resins & Adhesives Ltd,",JYOTIRES
"Jyoti Structures Ltd.,",JYOTISTRUC
Jyotirgamya Enterprises Limited,JEL
K C P SUGAR AND INDUSTRIES CORPORATION LTD.,KCPSUGIND
K K Fincorp Limited,KKFIN
K&R RAIL ENGINEERING LIMITED,KRRAIL
K. M. Sugar Mills Ltd.,KMSUGAR
K.C.P. LTD,KCP
K.G.Denim Ltd,KGDENIM
K.P. Energy Limited,KPEL
K.P.R. Mill Ltd.,KPRMILL
K.Z.Leasing & Finance Ltd.,KZLFIN
Kaarya Facilities and Services Limited,KAARYAFSL
Kabra Commercial Limited,KCL
Kabra Drugs Ltd,KABRADG
Kabra Extrusion Technik Ltd,KABRAEXTRU
Kabsons Industries Ltd.,KABSON
Kachchh Minerals Ltd.,KACHCHH
"Kaira Can Co. Ltd.,",KAIRA
Kaiser Corporation Limited,KACL
Kajaria Ceramics Ltd,KAJARIACER
Kakatiya Cement Sugar & Industries Ltd.,KAKATCEM
"Kakatiya Textiles Ltd.,",KAKTEX
KALLAM TEXTILES LTD,KALLAM
Kalpataru Power Transmission Ltd.,KALPATPOWR
Kalyan Jewellers India Limited,KALYANKJIL
Kalyani Forge Ltd.,KALYANIFRG
Kalyani Investment Company Limited,KICL
Kalyani Steels Ltd,KSL
Kama Holdings Limited,KAMAHOLD
Kamadgiri Fashion Limited,KAMADGIRI
Kamanwala Housing Construction Ltd,KAMANWALA
Kamat Hotels (India) ltd.,KAMATHOTEL
Kamdhenu Limited,KAMDHENU
Kanani Industries Ltd,KANANIIND
Kanchi Karpooram Ltd.,KANCHI
KANCO TEA & INDUSTRIES LIMITED,KANCOTEA
Kandagiri Spinning Mills Ltd.,KANDAGIRI
Kanel Industries Limited,KANELIND
Kanishk Steel Industries Ltd,KANSHST
Kanoria Chemicals & Industries Ltd.,KANORICHEM
Kanpur Plastipack Limited,KANPRPLA
Kansai Nerolac Paints,KANSAINER
KANUNGO FINANCIERS LIMITED,KANUNGO
"Kapil Cotex Ltd.,",KAPILCO
Kapil Raj Finance Ltd.,KAPILRAJ
Karan Woo-sin ltd.,KARANWO
Karma Energy Limited,KARMAENG
Karnataka Bank Ltd.,KTKBANK
Karnavati Finance Limited,KARNAVATI
Karnimata Cold Storage Limited,KCSL
"Kartik Investments Trust Ltd.,",KARTKIN
Karur Vysya Bank Ltd.,KARURVYSYA
"Katare Spinning Mills Ltd.,",KATRSPG
Kaushalya Infrastructure Development Corporation Ltd,KAUSHALYA
Kaveri Seed Company Ltd,KSCL
KAVERI TELECOM PRODUCTS LTD.,KAVVERITEL
Kay Power And Paper Ltd,KAYPOWR
Kaya Limited,KAYA
"Kaycee Industries Ltd.,",KAYCEEI
KBC GLOBAL LIMITED,KBCGLOBAL
KBS INDIA LIMITED,KBSINDIA
KCD INDUSTRIES INDIA LIMITED,KCDGROUP
KCL Infra Projects Limited,KCLINFRA
KD LEISURES LIMITED,KDLL
KDDL Ltd,KDDL
KEC International Ltd.,KEC
"Kedia Construction Co. Ltd.,",KEDIACN
Keerthi Industries Ltd,KEERTHI
KEI Industries Ltd.,KEI
Kellton Tech Solutions Ltd.,KELLTONTEC
Keltech Energies Ltd.,KELENRG
Kemistar Corporation Limited,KEMISTAR
Kemp & Company Limited,KEMP
Kennametal India Limtied,KENNAMET
Kenvi Jewels Limited,KENVI
Kerala Ayurveda Limited,KERALAYUR
Kernex Microsystems (India) Ltd.,KERNEX
"Kesar Enterprises Ltd.,",KESARENT
Kesar Terminals & Infrastructure Limited,KTIL
Kesoram Industries Ltd,KESORAMIND
Kewal Kiran Clothing Ltd.,KKCL
